@relation creditRating
@attribute Time numeric
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute Amount numeric
@attribute Class {0,1}
@data
863,-0.534962595,0.575726287,1.40101E+14,1.34297E+14,-0.119070046,0.319190359,1.28154E+14,-0.133611225,-0.139735499,-0.005548117,-0.606733457,-0.20237359,-0.591766399,-0.092436941,0.303729233,-1.25362E+14,0.540093373,-0.599457765,0.695881026,0.477685707,-0.010990714,0.252466183,0.137971953,0.070289351,-0.075028288,-0.255084354,0.21546385,-0.009813053,148.59,0
863,-2.81426E+14,-2.341E+14,1.48482E+14,0.502196643,2.5722E+14,-1.91451E+14,-0.611254287,-0.306717468,-0.01520365,-0.047636791,-0.155579536,0.225841063,0.201215778,-0.11340605,0.848918903,-1.03762E+14,0.53647302,-1.03415E+14,1.02218E+14,-0.093132133,-0.135441392,0.038981017,-0.516476516,0.268729604,0.258611124,1.2696E+14,0.000954533,-0.200415496,128,0
864,-0.822082926,-0.03028355,2.67791E+14,0.12905387,-1.12275E+14,-0.119312728,0.805480298,-0.2358393,-0.026598512,-0.620596565,-0.084847507,0.453512147,1.12792E+14,-0.783796336,0.827299918,-0.210817895,-0.006995163,-0.046062245,0.66482907,0.6747247,0.225495953,0.658424896,0.125639581,0.817217736,0.084135519,1.18424E+14,-0.199724806,-0.133199383,188,0
866,0.893572743,-0.315897835,0.263384464,1.32367E+14,-0.153240384,0.602034812,-0.101911101,0.341775848,0.272538605,0.005365077,1.10641E+14,0.410750706,-1.91537E+14,0.65044985,-0.342953959,-0.733844957,0.397841205,-0.713528557,-0.463181957,-0.128266426,0.016298063,-0.014151845,-0.107097526,-0.320423275,0.46586608,-0.30448683,0.023918774,0.01517951,102.9,0
868,-0.595648268,0.536610064,1.69559E+14,-0.021609546,0.265251556,-0.153999648,0.635228467,0.01583968,0.0355527,-0.058245403,0.459049306,-0.003813068,-1.38329E+13,0.026599033,-0.932255649,-0.15756401,-0.344750718,0.19788519,0.81131465,0.16782205,-0.204018524,-0.303055915,-0.178685554,0.006675082,-0.058782617,0.217132763,0.134354273,-0.061832937,17.28,0
868,-0.964216533,0.794454171,2.11297E+14,-0.382195445,0.652121306,0.44056146,0.800687991,-0.086970684,-0.249971165,0.330797452,1.81322E+14,0.088624427,-1.07708E+14,0.099145479,0.907506579,-0.371259518,-0.203832625,-0.711452104,-0.308270487,0.123840925,-0.230760005,-0.377461472,-0.185413697,-0.325247391,-0.10555807,0.108052226,-0.319057998,-0.323789057,7.8,0
869,-0.603568897,0.929801186,0.981950317,1.04364E+14,1.01427E+14,-1.09071E+14,0.81140847,-0.409025963,-0.324543218,0.078854346,1.91545E+14,-0.325821205,-1.15774E+14,-1.46096E+13,0.674053214,0.220930617,0.798288419,1.31972E+14,0.395610908,0.182204226,-0.040111702,0.34082936,-0.316882218,0.391312116,-0.361588458,-0.408967108,0.027199491,-0.218191017,1,0
871,-0.789217142,0.104689247,1.01318E+14,-1.74341E+14,0.627381005,-1.3318E+14,0.416852718,-0.164711558,-1.64234E+14,-0.516894852,-0.492792792,-0.89706627,0.487683635,-1.17614E+14,0.049554157,1.70604E+14,0.537463644,-1.28487E+14,0.192076688,0.278140197,-0.241057091,-1.08999E+14,0.041864401,-0.278965638,0.042751412,-0.769455722,0.033546172,0.120673738,28.9,0
871,-1.3668E+14,-0.3818164,2.90936E+14,0.452823993,0.646124552,0.074504053,-0.043701063,-0.323217741,0.698467184,0.723170808,0.88334304,0.33129691,-0.205948295,-0.983388355,-0.050120294,-0.179640424,-0.561492371,0.529868838,1.29618E+14,0.314912946,-0.219790714,0.120993845,-0.434589459,0.063623468,0.059021185,0.365409828,-0.4477385,-0.363026546,15.3,0
871,-0.63417359,1.25821E+14,1.28728E+14,-0.306047029,0.467535195,-0.43305201,1.01228E+14,-0.344209178,-0.00395897,0.688693778,1.47565E+14,0.508054736,0.35576481,-0.873899313,0.275049048,0.454426749,-0.605341919,0.336516958,0.268224165,0.543401172,-0.397377921,-0.603152754,-0.13568593,-0.045509847,-0.087526716,0.026447049,0.135350457,-0.24148049,8.99,0
871,0.977232208,-0.004728117,2.0196E+14,3.04917E+14,-1.0731E+14,0.776207788,-0.830617049,0.374724369,0.579223769,0.244573202,-0.641032681,0.98414748,0.292773958,-0.960447185,-1.51634E+14,-0.386294138,0.490388626,-1.10726E+14,-1.02165E+14,-0.173681041,-0.069751139,0.202433684,0.072801497,0.638220605,0.270293839,0.028967559,0.084371684,0.040684557,15.17,0
871,1.18413E+14,0.626778184,0.714076882,2.48528E+14,-0.157646306,-0.524432275,0.161986164,-0.145608762,-0.806321553,0.67153491,-0.442261817,0.183587712,0.568661595,0.174859607,0.484496805,0.693560807,-0.672151016,-0.365965651,-1.01046E+14,-0.111995334,-0.065099954,-0.212761873,0.014422377,0.385380656,0.438366255,-0.076374234,-0.005935544,0.026246671,6.56,0
872,1.00139E+14,-0.521937971,-0.163231088,0.171474043,-0.13106617,0.145023425,0.047368113,0.016985274,0.249130747,-0.130380137,0.151965291,0.639487887,0.001168192,0.239290984,-0.28362827,0.460457268,-0.738475197,0.233413511,0.913304309,0.248455756,-0.181246102,-0.790460444,-0.226926068,-0.801654551,0.390592583,0.484773624,-0.078392776,0.014909541,158,0
873,1.23793E+14,0.34505292,0.336512196,1.40121E+14,0.12440183,0.119142138,-0.059129028,0.022133277,-0.862238931,0.707222956,0.61253483,0.65319348,0.771889286,0.212067218,-0.128865358,1.16911E+14,-1.1035E+14,0.183145165,-0.115390356,-0.018202635,-0.087127016,-0.301849706,-0.071054586,-0.450757628,0.333000969,0.908803846,-0.079524194,-0.006582089,7.19,0
873,-1.536E+14,0.053411421,0.657063771,-0.699735503,0.912905221,-0.45461221,-0.213932477,0.663058286,-0.267338488,-0.673110911,-0.250472015,0.563154236,-0.081290129,0.424050473,-0.892400608,0.65903615,-0.768335413,0.37524671,0.49003386,0.21853676,-0.092906726,-0.593963742,-0.200233734,-0.815724111,-0.085208943,0.341124391,0.187091417,-0.051341369,1,0
874,-0.445099149,0.754145066,1.362E+14,-1.18424E+14,-0.036772579,-0.941420551,0.698625488,-0.026479899,-0.134955837,-0.69687347,0.124226506,0.393106079,0.312787019,-0.003059419,0.570351442,0.085126824,-0.261458693,-1.05214E+14,-1.19827E+14,-0.001495919,-0.015806896,0.05665761,0.008856901,0.450117147,-0.311579751,0.774706868,0.203998919,0.08846045,7.69,0
875,-2.37683E+14,2.25048E+14,0.513722019,1.10491E+14,-0.53435883,-0.294275718,0.219831507,0.510645782,0.713897134,1.6383E+14,-0.288352614,0.597583532,0.079064874,-0.157380409,0.248071034,-1.32362E+14,0.83735734,-0.88759858,0.425759869,0.703667206,-0.163011184,0.198988828,-0.019971253,0.411816273,0.199374596,-0.227731603,0.776361043,0.62067543,13.31,0
875,1.24094E+13,0.068418327,0.327949537,0.730882621,-0.274041101,-0.414394034,0.028854013,-0.144310287,0.403661439,-0.217161437,-1.00267E+14,0.638577663,0.667041899,-0.218328863,-0.240909829,-0.164995911,-0.183219243,-0.624631141,0.397416295,-0.036980351,-0.249339888,-0.533015653,-0.068458733,-0.06525628,0.536036698,0.296757321,-0.021486963,0.011496784,20.53,0
875,-0.80106323,1.22455E+14,1.21395E+14,-0.235285558,0.262737932,-0.199323437,0.686999901,0.045985624,-0.037147326,0.457125703,1.73843E+14,0.294612536,-0.624630647,-0.432731865,0.575150482,0.194004625,-0.052535474,-0.075111797,-0.210392626,0.377040077,-0.305860824,-0.529589242,0.006724788,-0.057860592,-0.203207975,0.067635892,0.302592698,-0.011636818,8.9,0
878,-2.51219E+14,0.317838239,1.27033E+14,1.21426E+14,1.1799E+14,-0.412233265,1.00272E+14,-0.774680184,1.6566E+14,2.77907E+14,-0.084778133,-0.183219335,-0.330652014,-1.27735E+14,0.586282643,-1.56966E+14,0.122172327,-0.916729866,0.669524634,0.592948494,-0.655257799,0.242368233,-0.1350739,0.104260701,0.211102068,-0.287306672,0.335129131,0.328211819,18.8,0
878,-1.1738E+13,0.281003682,2.10109E+14,-0.724886315,0.024482226,0.300528191,0.288660243,0.233967199,0.258239625,0.041473359,1.10761E+14,0.082227679,-0.752259751,-0.148515838,0.605730267,0.770356649,-0.948222647,0.291300342,-0.860666674,0.261921978,-0.046837208,0.064206082,-0.146278825,-0.312220296,0.257629238,0.351119992,0.130965273,-0.082722367,69.7,0
879,-1.13839E+14,1.45827E+14,1.32812E+14,0.032193964,-0.092037526,-0.856542382,0.748841422,0.301061412,-1.11787E+14,-0.702986306,0.289092389,0.811465633,0.954559102,0.451355256,0.712849636,-0.517019394,0.354708208,-1.01892E+14,-0.466550327,0.08007326,0.074963744,0.224883018,-0.183735337,0.664197054,0.464203955,0.412829002,0.1250831,0.054665728,19.51,0
881,-1.72253E+14,0.146083345,1.54547E+14,-0.958582344,-0.398698068,0.317561494,-0.09164669,0.638799998,0.553822178,-1.22783E+14,-1.27345E+14,0.852676592,0.935230797,-0.632390356,-0.794053736,0.062619264,0.03299509,-0.915007182,-0.38326857,-0.04010167,-0.154528812,-0.274414309,-0.246639431,-0.358352764,-0.07697626,0.846707131,0.148563279,-0.073541607,93.82,0
881,-0.660287399,0.73697856,0.86122464,0.934375079,-0.431883687,-0.409751119,0.983205969,-0.155560141,-0.402376208,0.421333885,1.30068E+14,0.128074234,-0.959208046,0.50048863,0.481623783,-0.092527163,-0.415360414,0.595844407,0.602413792,-0.256622795,0.083873273,0.584100367,0.139277486,0.526896964,-0.229871685,-0.419949793,-0.515020111,-0.560165094,107.9,0
881,-1.65809E+13,1.32937E+14,0.798456479,-0.003905682,-0.350795724,0.491844092,-0.362643365,1.31087E+14,-0.388182727,-0.519374869,0.956448923,1.04721E+14,-0.677595179,0.741400662,-0.615516778,-0.563959015,0.731707714,-0.816978296,-0.085418265,-0.07444359,-0.027090778,-0.028662365,-0.006668799,-0.279289663,-0.119193936,0.290949414,0.205138521,0.072855904,7.65,0
881,0.967994059,-0.163798572,0.006364528,0.575994048,-0.406246308,-1.01794E+14,0.470148688,-0.198495639,-0.405179537,0.065130438,1.59579E+14,0.794229446,-0.53966659,0.814581274,0.113281282,0.20298137,-0.394751312,-0.36800365,0.281564584,0.142351736,-0.243288587,-1.09966E+14,0.047673014,0.516966201,0.163442482,0.095851169,-0.095720597,0.023539313,139.95,0
884,-0.386253571,1.01113E+14,1.28421E+13,0.086669317,0.029333157,-1.04949E+14,0.606984458,-0.023827569,-0.274317387,-0.481409093,-0.340558964,-0.475329643,-0.6366796,-0.275938041,0.979185313,0.415741657,0.0533394,-0.044872949,-0.085159855,0.078974916,-0.267944228,-0.755013919,0.002926462,0.313527441,-0.184064759,0.074469439,0.238918627,0.097903115,1.29,0
887,0.932936238,-0.413261817,0.478969142,0.703258911,-0.851198743,-0.901752149,0.21387381,-0.255363853,0.403996995,-0.37710095,-0.194935078,1.02645E+14,0.724763001,-0.184668032,-0.241909304,-0.421883341,0.155813237,-0.936257492,0.174933427,0.242079809,-0.11890537,-0.463499812,-0.080420874,0.800855525,0.334530103,0.462896557,-0.062863383,0.040291993,158,0
890,1.27119E+14,0.06884805,0.051522223,0.101044391,-0.46111049,-1.34222E+14,0.253838906,-0.250347099,0.117635036,-0.106304548,-0.359475576,-0.387322936,-1.21038E+14,0.674291283,0.988784898,0.17690893,-0.130810704,-0.855423999,0.283405687,-0.123592333,-0.449268871,-1.44132E+14,0.211117494,0.372950414,0.053150362,0.624586232,-0.111909736,0.003697139,21.98,0
890,1.26363E+14,0.416655267,0.293483072,0.986614806,-0.01612521,-0.580474866,0.198172367,-0.237423145,-0.123892899,-0.044846577,-0.572090308,0.806516356,1.53408E+14,0.02193098,0.903239628,0.252731223,-0.736547539,-0.176642612,-0.195370827,-0.028106037,-0.068826751,-0.105168752,-0.100792008,-0.094811566,0.654897348,-0.412485472,0.030520992,0.024003817,6.95,0
890,-0.491109213,-0.73885615,0.517531297,-0.892457724,0.38755273,1.07737E+14,-0.002138873,0.288925814,-1.2715E+14,0.411501272,-0.462131043,-0.903451036,-0.459821143,-0.137025854,-0.497404737,0.436974632,0.520791676,-0.692769801,2.61404E+14,0.591784417,0.23695845,0.445255049,-127658941.8,-1.69589E+14,-0.0046524,0.034983551,0.10664459,0.125128619,135.98,0
891,-0.563566359,0.727536258,2.55977E+14,1.75976E+13,-0.445025529,0.554544675,0.0688727,0.213012502,0.371587523,-0.51540457,-0.488616521,1.5121E+14,0.99825043,-1.03475E+14,-1.58207E+14,-1.87086E+14,1.2526E+14,-1.40093E+14,1.09423E+14,0.01878524,-0.234581598,-0.161813101,0.037427894,0.646022805,-0.427127182,-0.487850789,0.108020002,0.174055779,4.04,0
892,-0.654401121,1.1572E+14,0.97879032,0.804280027,1.18128E+14,0.876831982,1.01957E+14,-0.280047969,0.347691471,0.91927345,-1.48765E+14,0.020514947,0.955777889,-0.811689197,0.318362313,-1.05576E+14,-0.159123567,-0.42542296,1.20132E+14,0.592321537,-0.296787426,0.102785458,-0.352438959,-1.29737E+14,0.191534556,-0.183537776,0.332332598,-0.122636337,13.27,0
892,-0.267135059,1.02387E+14,1.24402E+14,0.860265915,0.436053836,-0.161261157,0.709735651,-0.037677335,-1.08083E+14,-0.012942803,1.00618E+14,0.841760172,0.843479162,0.377532472,0.447928396,-0.172459052,-0.501436064,0.67189178,1.17376E+14,0.148679311,0.193633969,0.598219099,-0.234705116,-0.010555366,-0.124717557,-0.262973928,0.163700042,0.142549159,14.81,0
893,1.04108E+14,-0.541864491,-0.402844875,0.038106555,0.141641442,0.472681372,0.029858547,0.058469556,0.297312106,-0.127771948,-0.361796571,0.418505712,0.03431786,0.218383565,-0.234546991,0.627812848,-0.939320237,0.425341873,1.12561E+14,0.263019629,-0.21902891,-0.900303138,-0.294888643,-1.35205E+13,0.463664108,0.519181015,-0.079650052,0.009204738,158,0
894,-1.49631E+14,0.033484901,0.417449983,-0.833102991,1.18561E+14,-0.126954263,-0.231442042,0.704542567,-0.219157129,-0.670502721,-0.764233877,0.342172062,-0.048140461,0.403143054,-0.84331933,0.82639173,-0.969180453,0.567175071,0.702342739,0.233100633,-0.130689534,-0.703806436,-0.26819631,-1.36612E+14,-0.012137418,0.375531782,0.185834141,-0.057046172,1,0
896,-0.985444539,1.15102E+14,1.44975E+14,1.03652E+14,0.305473062,-0.039050676,0.9736513,-0.40289038,-0.345995491,0.644694724,0.102009676,0.461405206,1.23677E+14,-0.313856229,1.49994E+14,-0.725868642,-0.067018169,-0.539314834,0.343300383,0.069321159,0.005582825,0.461591774,0.058703597,0.106775595,-0.27616407,-0.376627779,-0.202825803,-0.010600018,38,0
896,-2.21126E+14,1.77251E+14,0.332700713,-0.023408422,-0.719646768,0.427734316,-0.724235725,1.7493E+14,-0.366739732,-0.435014382,0.831499921,1.21572E+14,-0.616091844,0.985227615,-0.640296331,-0.462489781,0.890625071,-0.795684292,-0.118688803,-0.067668421,-0.018721483,-0.057770993,0.069757046,-0.284588185,-0.040876034,0.298390232,0.185828703,0.068724092,2.72,0
897,-1.79697E+14,0.349114318,-0.197983409,-0.73515122,-0.252581291,0.678833207,0.494857742,0.899616552,-0.37846917,-1.20284E+13,-1.037E+14,0.450577326,-0.025429832,0.535431911,-1.30408E+14,0.840506077,-0.701573002,0.551301325,0.870138534,-0.290788675,-0.12613556,-0.514210613,0.124470436,-1.35272E+14,0.111465172,0.424904812,-0.162905692,-0.287512429,158,0
897,-0.39511545,0.607196539,1.41601E+13,-0.239631001,-0.206378419,0.06177549,0.535386072,0.058799825,-0.048408096,-0.486504664,0.548196812,0.849344551,0.031424482,-0.216346898,-1.23693E+14,-0.197220858,-0.243658429,0.126535528,0.871088629,-0.036988538,0.020584843,0.205177748,-0.251439846,0.090646828,0.114307312,0.620849781,-0.131471059,-0.012454332,42.35,0
898,1.23533E+14,0.491484655,-0.129699475,1.05231E+14,0.268240287,-0.712330174,0.50755788,-0.245429106,-0.358381754,-0.013069997,-0.054666211,0.568093265,0.477695037,0.492335541,0.878807551,-0.533184062,-0.062747973,-0.88102988,-0.614707289,-0.156046081,0.035999386,0.222446866,-0.121198454,0.108764724,0.79698491,-0.26836209,0.011944144,0.008522563,1,0
899,1.32667E+14,-1.28552E+14,0.769967193,-1.45005E+14,-1.60152E+14,0.018751634,-1.34574E+14,0.109396458,-1.92911E+14,1.51844E+14,1.4759E+13,0.09527468,0.919479725,-0.34844601,0.350574325,-0.259059017,0.376979088,0.311093656,-0.526603096,-0.221305295,0.050582486,0.478377508,-0.027964051,0.03661483,0.236122769,-0.09752426,0.058875695,0.022460359,57,0
899,-1.26749E+14,0.00715054,1.35935E+14,-0.079040029,0.432130058,-0.258935262,2.02245E+14,-0.689144562,-0.821785078,-0.008338439,1.28018E+14,0.318183996,-0.004638505,0.084297228,0.092983607,0.130442808,-0.829920534,-0.122599527,0.761566899,0.081166936,-0.449223822,-0.999123312,-0.189442465,0.004709751,0.168185489,-0.006551876,-0.268784918,-0.507254302,268.13,0
900,-1.03708E+14,0.628594269,0.800018737,-1.28462E+13,0.38534588,-0.82288601,1.35845E+14,-0.17265526,-0.7255262,-0.437558988,1.09592E+14,0.691018816,0.161255088,0.377034779,-0.453662221,0.418546149,-0.791420491,-0.325875349,0.262094264,0.069598912,-0.308919428,-0.87905273,0.187983545,0.032678112,-0.101777925,0.597160212,0.128288824,0.11648631,89.9,0
900,-1.23928E+14,0.941957072,1.0086E+14,-0.624972582,-0.150139652,-0.296630951,0.063537273,0.507259785,0.038385952,-0.535347541,0.310630762,1.05613E+14,0.027362577,0.033111985,-1.66049E+14,0.090732807,-0.310600252,0.089157561,0.270589313,-0.138201247,0.065437507,0.258002781,-0.283957773,0.090615578,-0.106606748,0.478273233,-0.035538183,0.056305546,1,0
904,1.17711E+13,-0.877196592,0.334956739,-0.505469383,-0.999291588,-0.214330828,-0.590594692,0.085635642,-0.68464161,0.625526604,1.36351E+14,0.077239037,-0.877090871,-0.007839906,-0.940098162,0.357818122,0.86720745,-1.66881E+14,0.774876313,0.098356178,0.176109332,0.4293906,-0.110341703,0.250071873,0.507078773,-0.150357907,0.001651236,0.006635588,75.13,0
905,-6.16966E+14,6.11894E+14,-1.66777E+14,-1.20699E+14,-0.021372614,-1.20846E+14,2.18499E+14,-1.51219E+14,6.45099E+14,1.19069E+14,2.76858E+14,0.249136052,-0.453906217,-3.18752E+14,0.655304957,-1.7759E+14,-1.42205E+14,-0.405191978,-0.355886212,4.84308E+14,-1.12709E+14,0.261434831,0.136165745,0.413379538,0.666632074,-0.530568214,2.46496E+14,0.365891814,0.89,0
907,-0.545169976,1.06891E+14,1.28339E+14,1.19106E+14,-0.082069897,-0.284116729,0.70471724,-0.390812764,-0.005877709,0.709066139,0.042330786,-0.429621651,-0.729375977,0.063834949,1.61939E+14,-0.768277098,0.161166495,-0.335055904,0.104931663,-0.137028138,0.217495137,0.683010538,-0.035684874,0.397848884,-0.300424175,-0.291389337,-0.739851396,-0.19145724,22.79,0
907,1.25548E+14,0.445217573,0.332014057,0.681704196,-0.257412494,-1.0423E+14,0.17566264,-0.277518584,-0.163325483,-0.321051958,0.154485808,0.922466313,1.51852E+14,-0.544508213,0.952240822,0.417965245,-0.079034125,-0.457637729,-0.207492548,0.003888629,-0.272184977,-0.724511694,0.113065126,0.380803188,0.259471192,0.089975299,-0.01479421,0.033757981,2.69,0
908,-0.94419447,0.937982198,1.37825E+13,-0.150730157,-0.005478272,0.239792574,1.3558E+14,0.022817542,-0.707191724,-0.512643555,0.268582416,-0.375721544,-1.21672E+14,0.522154404,-0.141393037,0.790393637,-1.14927E+14,0.897394645,-0.423064041,-0.164568584,0.122985016,0.186901264,-0.414202634,-0.380804691,0.711843499,-0.347420129,-0.061242712,0.009193894,136.3,0
908,1.16179E+14,-0.317883332,0.742029929,0.432754126,-0.292688244,1.15423E+14,-0.820857394,0.431601087,0.75114704,-0.116457403,0.139246506,0.814614733,0.115251436,-0.244027605,-0.159853572,0.409062226,-0.568498644,0.195982189,0.327844116,-0.06941423,-0.08452176,-0.063924119,-0.102929427,-1.1134E+14,0.302930049,0.400860818,0.026392812,0.003123394,16.99,0
908,1.10128E+14,0.01615907,1.42141E+14,1.26358E+13,-0.922314848,0.02653855,-0.583022172,0.158606877,0.444008463,-0.065689132,1.28828E+14,1.85165E+13,1.06401E+14,-0.380377266,-0.664596347,0.159808298,-0.489907851,0.223573139,-0.006148591,-0.06166303,0.014488704,0.273572958,-0.003541749,0.564764525,0.397168905,-0.442329407,0.077041825,0.032121439,6.74,0
909,1.18716E+14,-0.934721333,-1.37923E+14,-2.27241E+14,1.50179E+14,3.18201E+14,-0.669756909,0.786223415,1.62273E+14,-1.18077E+14,-0.320590988,0.706333539,-0.172855295,0.032683481,0.512207795,-0.746603578,-0.161295308,0.057007232,1.46913E+14,0.188128175,-0.093181613,-0.267485126,-0.22808294,1.08316E+13,0.81143137,0.064358966,0.004317936,0.018597893,89.46,0
909,-1.88326E+14,0.491980425,2.74959E+14,-0.093185816,0.872411668,0.877891442,0.260558099,-1.2367E+14,0.549883983,1.7408E+14,0.309680505,-0.414699607,0.105360873,-1.35175E+14,0.043223329,1.81856E+14,-2.20313E+14,1.00324E+14,-1.20615E+14,0.133849913,0.568691931,0.22845745,-0.672970535,-0.791104927,0.26918552,0.888587372,-0.203263334,-0.579936265,51.67,0
909,1.17804E+12,0.136030931,0.117099241,0.892501234,-0.012615004,-0.023220806,-0.078589845,0.165833734,-0.011341745,0.187639913,0.954908423,-0.013830496,-1.68112E+14,0.919436103,0.67422116,0.125167257,-0.424383662,0.202075073,-0.305261133,-0.256308747,0.067151068,0.158914294,-0.103842365,-0.340413086,0.572862204,-0.290463996,0.015099399,0.00013546,5.47,0
911,-0.685017521,0.919192814,1.99204E+14,-0.514753427,-0.067601846,-0.536768124,0.662426371,-1.65952E+14,0.514989245,0.664473032,-0.096977659,-0.481140063,-0.238239044,-0.601797223,1.51712E+14,-0.255330645,-0.361827031,-0.222546167,0.868068774,0.063428678,0.652805065,-0.273758547,-0.017054771,0.429021679,-0.709626482,0.810142241,-0.952885046,-0.533152873,0.77,0
911,-0.231447067,0.858679193,0.939423723,0.59183503,0.814078919,0.338991991,0.693039506,0.087172195,-0.183032687,-0.490072744,-1.48384E+14,0.063561646,0.13196738,-0.093966045,-0.374150088,-0.614487537,-0.071796199,-0.536537208,0.084308909,-0.125172788,-0.008797439,0.218863825,-0.186369091,-0.74545906,-0.327014503,-0.412637223,0.214671215,0.173483576,2,0
912,-1.39462E+13,0.554223951,-0.617805476,-0.313705925,2.15741E+14,3.53753E+14,-0.567305122,1.38089E+14,-0.112290692,0.107269096,-0.637728198,0.09951045,-0.062532911,0.254824087,0.318805112,-0.335245214,0.05287031,0.048782874,1.6547E+14,0.336594588,-0.196300044,-0.546171582,-0.124758244,1.04678E+14,-0.089474109,0.363673632,0.215692291,0.22569784,24.08,0
912,1.083E+14,0.201588806,1.49766E+13,2.66192E+14,-0.621255807,0.618553696,-0.644140247,0.31091893,0.125964036,0.453239872,-0.755020411,0.184040526,-0.107568748,-0.361091287,-0.037247294,0.334321189,-0.129614597,-0.633847756,-1.19958E+14,-0.203726142,-0.060433246,0.009647268,0.077072106,0.072141244,0.220746648,-0.013483026,0.058596415,0.032053907,0,0
912,-0.416621395,1.01973E+14,1.33717E+14,-0.203937992,0.389845864,-0.131372816,0.644427037,0.081807206,-0.42374176,-0.366679543,-0.557903932,0.076678415,0.485606313,0.063265176,1.09371E+14,0.033193975,-0.318212218,-0.686537183,-0.159144261,0.103744627,-0.229379048,-0.540068974,-0.06089261,-0.434686703,-0.187677214,0.130567541,0.284017917,0.113227384,2.28,0
914,-0.820178042,1.2256E+14,1.51729E+14,-0.007491907,0.310122831,-0.936489756,1.02623E+14,-0.163058449,-0.50099695,-0.424367089,-0.463978564,0.22051022,0.481359602,0.021309131,0.296478923,0.193773809,-0.703515469,-0.168465353,-0.955137171,0.015005322,0.032831306,0.136685599,-0.347710767,0.390411652,0.849821372,-0.405566639,0.074595418,0.040959578,11.03,0
915,-0.846061804,1.22917E+14,1.19937E+13,-0.159954834,-0.100757639,-0.133498631,0.225047689,0.610908541,-0.920156651,-0.432928983,1.47418E+14,1.20411E+14,0.593929576,0.563119057,0.294539911,0.197628002,-0.232742519,-0.339198936,-0.064452751,0.017812266,-0.096224937,-0.330107164,0.056004808,0.013645097,-0.249804663,0.083841285,0.154696221,0.046124633,8.99,0
916,-1.43608E+14,1.97465E+14,0.427859588,-0.405553985,0.287328621,-0.58776104,0.677872459,-0.005180806,0.519907907,1.01529E+14,-0.734412395,0.04338014,0.927260316,-0.964316505,0.961316991,0.49349035,-0.379901987,-0.027629556,0.071473115,0.814039219,-0.465827252,-0.900884967,-0.070394318,-0.507925392,0.234098224,0.144470231,0.762604651,0.434785003,4.97,0
917,1.20043E+14,-0.489235871,-0.736383869,-0.690661558,-0.135710884,-0.481853487,-0.074582801,-0.137785093,-1.44847E+14,0.367058908,1.72565E+14,0.088374416,0.457216731,-0.73610949,0.062215552,1.03874E+14,1.01991E+14,-0.993010874,0.485911044,0.294497951,0.302955069,0.646306779,-0.311563151,-0.31042916,0.736109004,-0.017777199,-0.015941613,0.022910765,104,0
917,0.993541455,-0.644053856,-0.162859707,0.257530629,-0.243340236,0.223657639,-0.051357508,0.095660576,0.540212111,-0.149014072,-0.161528938,0.192820783,-1.03628E+14,0.308219957,-0.621459751,0.30026639,-0.526463959,0.28319039,1.03995E+14,0.17683323,-0.187523162,-0.783561226,-0.254810692,-0.814395909,0.437742614,0.545135614,-0.081211142,0.010683517,158,0
919,0.904289464,-0.53805526,0.396058034,0.500679802,-0.864473245,-0.657198895,0.027230777,-0.029473023,0.265447159,-0.110990681,1.25425E+13,0.704630697,-0.96746098,0.466523756,-0.303978534,0.094702246,-0.198326033,-0.124616108,0.401377295,0.157346246,-0.099459746,-0.597579489,-0.048666144,0.551823922,0.182934211,0.402176324,-0.081357499,0.02725183,158,0
919,0.904289464,-0.53805526,0.396058034,0.500679802,-0.864473245,-0.657198895,0.027230777,-0.029473023,0.265447159,-0.110990681,1.25425E+13,0.704630697,-0.96746098,0.466523756,-0.303978534,0.094702246,-0.198326033,-0.124616108,0.401377295,0.157346246,-0.099459746,-0.597579489,-0.048666144,0.551823922,0.182934211,0.402176324,-0.081357499,0.02725183,158,0
919,1.2076E+14,-0.0368601,0.572103607,0.373147508,-0.709632533,-0.713698,-0.181105221,0.011276936,0.283939584,-0.037865743,1.252E+14,0.698164068,-0.995451979,0.430979582,-0.323729049,0.073994803,-0.202980627,-0.156783409,0.451521562,-0.162378017,-0.194590888,-0.514716763,0.089713578,0.543767863,0.240580761,0.418920733,-0.051692827,-8465485330,1,0
919,1.2076E+14,-0.0368601,0.572103607,0.373147508,-0.709632533,-0.713698,-0.181105221,0.011276936,0.283939584,-0.037865743,1.252E+14,0.698164068,-0.995451979,0.430979582,-0.323729049,0.073994803,-0.202980627,-0.156783409,0.451521562,-0.162378017,-0.194590888,-0.514716763,0.089713578,0.543767863,0.240580761,0.418920733,-0.051692827,-8465485330,1,0
